test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 1,00:01:00,Account Creation HttpRequest,112,112,0,1.9,245.31,533.07,1447.38,523.78,617.47,817.15,1426.43,234.92,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 2,00:01:00,Account Creation HttpRequest,118,118,0,2,177.07,507.07,1793.94,513.02,596.99,931.84,1350.66,235.93,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 3,00:01:00,Account Creation HttpRequest,111,111,0,1.8,177.78,536.11,1184.45,524.03,667.14,941.06,1124.35,215.72,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 4,00:01:00,Account Creation HttpRequest,117,117,0,2,171.05,504.85,1388.52,503.81,575.49,940.03,1170.43,217.84,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 5,00:01:00,Account Creation HttpRequest,112,112,0,1.9,173.19,535.51,1556.23,519.42,655.87,1082.37,1320.96,262.5,0,0,0,0
