test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 1,00:01:00,Account Creation HttpRequest,236,236,0,3.9,709.35,2462.38,8976.97,2072.57,3131.39,5722.11,7798.78,1587.41,0,0,0,0
