test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 1,00:00:30,Account Creation HttpRequest,7,5,2,0.2,5062.39,11279.16,19420.17,11378.69,11509.76,19431.42,19431.42,4692.72,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 2,00:00:30,Account Creation HttpRequest,5,4,1,0.1,13843.55,15963.14,18905.92,15433.73,15687.68,18907.13,18907.13,1836.29,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 3,00:00:30,Account Creation HttpRequest,8,5,3,0.2,7214.74,9776.33,13360.92,9486.33,10674.18,13361.15,13361.15,2139.55,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 4,00:00:30,Account Creation HttpRequest,7,2,5,0.1,3934.3,5628.42,7320.28,3936.26,7323.65,7323.65,7323.65,1693.18,0,0,0,0nbomber_default_test_suite_name,nbomber_default_test_name,Call Account Creation - 5,00:00:30,Account Creation HttpRequest,6,1,5,0,8285.47,8284.16,8285.47,8286.21,8286.21,8286.21,8286.21,0,0,0,0,0
